instance_name pci_041_n0114_full
54 110
55 58
55 59
55 60
55 61
55 62
55 63
55 64
55 72
55 73
55 74
55 77
55 78
55 81
55 82
55 83
55 84
55 85
55 86
55 87
55 88
55 89
55 90
55 91
55 92
55 93
55 94
55 95
55 99
55 100
55 108
55 109
55 110
56 57
56 58
56 59
56 60
56 63
56 64
56 65
56 70
56 72
56 73
56 78
56 79
56 81
56 82
56 83
56 84
56 85
56 86
56 87
56 88
56 89
56 92
56 93
56 94
56 98
56 100
56 101
56 102
56 103
56 106
57 61
57 62
57 63
57 64
57 69
57 70
57 71
57 75
57 77
57 78
57 79
57 80
57 81
57 82
57 83
57 85
57 86
57 88
57 89
57 90
57 91
57 92
57 95
57 99
57 102
57 104
57 105
57 106
57 107
57 108
57 112
57 113
58 60
58 62
58 63
58 64
58 70
58 71
58 74
58 75
58 76
58 77
58 78
58 79
58 80
58 81
58 82
58 83
58 85
58 86
58 90
58 91
58 92
58 93
58 95
58 98
58 99
58 100
58 103
58 107
58 109
58 110
59 61
59 62
59 63
59 64
59 70
59 71
59 73
59 74
59 76
59 77
59 78
59 79
59 80
59 82
59 83
59 85
59 86
59 87
59 88
59 89
59 90
59 91
59 92
59 98
59 99
59 100
59 102
59 103
59 104
59 106
59 107
59 109
59 110
60 63
60 65
60 70
60 71
60 73
60 74
60 76
60 77
60 79
60 80
60 82
60 83
60 85
60 86
60 87
60 88
60 89
60 91
60 92
60 98
60 99
60 100
60 101
60 103
60 106
60 107
60 109
60 110
60 112
61 63
61 64
61 65
61 69
61 70
61 71
61 76
61 77
61 91
61 92
61 93
61 98
61 99
61 100
61 103
61 106
61 109
61 110
62 65
62 70
62 71
62 73
62 76
62 77
62 79
62 85
62 87
62 88
62 89
62 92
62 98
62 101
62 103
62 112
63 69
63 72
63 74
63 75
63 77
63 78
63 79
63 80
63 81
63 82
63 83
63 84
63 85
63 86
63 87
63 89
63 91
63 93
63 94
63 95
63 102
63 103
63 105
63 106
63 107
63 108
63 109
63 110
63 113
64 69
64 71
64 72
64 73
64 74
64 75
64 76
64 78
64 79
64 80
64 81
64 82
64 83
64 84
64 85
64 86
64 88
64 98
64 102
64 103
64 106
64 107
65 69
65 71
65 74
65 75
65 77
65 78
65 80
65 82
65 83
65 84
65 85
65 87
65 88
65 89
65 90
65 91
65 93
65 94
65 95
65 99
65 102
65 104
65 105
65 106
65 107
65 108
65 109
66 98
67 96
67 98
68 96
68 98
69 74
69 76
69 77
69 78
69 79
69 80
69 82
69 83
69 85
69 88
69 90
69 91
69 92
69 93
69 95
69 98
69 99
69 100
69 109
69 110
70 73
70 74
70 77
70 78
70 79
70 81
70 82
70 83
70 84
70 85
70 86
70 87
70 88
70 89
70 92
70 93
70 94
70 95
70 102
70 104
70 105
70 108
70 109
71 72
71 73
71 74
71 78
71 79
71 81
71 82
71 83
71 84
71 85
71 86
71 87
71 88
71 89
71 90
71 91
71 92
71 94
71 95
71 99
71 100
71 102
71 104
71 105
71 106
71 108
71 110
72 76
72 77
72 79
72 80
72 83
72 85
72 86
72 88
72 90
72 91
72 92
72 95
72 98
72 99
72 100
72 103
72 104
72 106
72 107
72 109
72 110
73 76
73 77
73 80
73 83
73 86
73 90
73 91
73 92
73 93
73 95
73 98
73 99
73 100
73 103
73 104
73 107
73 109
73 110
74 75
74 76
74 79
74 87
74 88
74 91
74 92
74 93
74 98
74 99
74 100
74 103
74 107
74 109
74 110
75 78
75 79
75 80
75 82
75 85
75 88
75 90
75 91
75 92
75 93
75 95
75 98
75 99
75 100
75 106
75 110
76 78
76 79
76 80
76 81
76 83
76 84
76 85
76 86
76 87
76 89
76 90
76 91
76 92
76 93
76 94
76 95
76 99
76 100
76 102
76 104
76 105
76 106
76 108
76 110
77 78
77 79
77 80
77 81
77 82
77 83
77 85
77 86
77 87
77 88
77 89
77 90
77 92
77 93
77 94
77 95
77 98
77 99
77 101
77 102
77 103
77 104
77 105
77 106
78 87
78 88
78 90
78 91
78 92
78 93
78 95
78 98
78 99
78 100
78 103
78 109
78 110
79 81
79 83
79 84
79 86
79 87
79 90
79 91
79 93
79 94
79 95
79 98
79 99
79 100
79 105
79 107
79 109
79 110
80 81
80 82
80 84
80 87
80 88
80 90
80 91
80 92
80 93
80 94
80 98
80 99
80 100
80 107
80 109
80 110
81 85
81 86
81 87
81 88
81 90
81 91
81 92
81 98
81 99
81 100
81 102
81 103
81 104
81 106
81 107
81 109
81 110
82 87
82 88
82 90
82 91
82 92
82 93
82 94
82 95
82 99
82 100
82 103
82 107
82 108
82 109
82 110
83 85
83 87
83 88
83 89
83 92
83 93
83 98
83 99
83 100
83 103
83 106
83 107
83 109
83 110
84 88
84 90
84 91
84 92
84 98
84 99
84 100
84 103
84 109
84 110
85 90
85 91
85 92
85 93
85 95
85 98
85 99
85 100
85 103
85 107
85 109
85 110
86 89
86 91
86 92
86 93
86 98
86 99
86 100
86 101
86 103
86 109
86 110
87 90
87 91
87 92
87 93
87 95
87 98
87 99
87 100
87 101
87 103
87 104
87 105
87 107
87 109
87 110
88 90
88 91
88 92
88 93
88 95
88 98
88 99
88 100
88 103
88 104
88 105
88 107
88 109
88 110
89 90
89 91
89 92
89 93
89 95
89 98
89 99
89 100
89 101
89 103
89 104
89 107
89 109
89 110
90 98
90 101
90 102
90 103
90 106
90 107
90 109
90 113
91 93
91 94
91 98
91 99
91 101
91 102
91 103
91 106
91 107
92 93
92 94
92 95
92 102
92 103
92 104
92 106
92 107
92 108
92 109
93 98
93 99
93 100
93 101
93 102
93 103
93 104
93 107
93 109
93 110
93 112
93 113
94 98
94 99
94 100
94 101
94 103
94 107
94 109
94 110
95 98
95 101
95 102
95 103
95 106
95 109
96 108
97 108
98 100
98 102
98 104
98 105
98 106
98 107
98 109
98 110
99 102
99 103
99 105
99 106
99 107
99 108
99 109
99 111
99 112
99 113
100 102
100 104
100 105
100 106
100 107
100 109
101 104
101 105
101 107
101 108
101 109
101 110
102 107
102 109
102 110
103 105
103 107
103 108
103 109
103 110
104 109
105 109
105 110
105 112
105 113
106 109
106 110
106 112
106 113
107 110
107 113
108 113
original_pcis
250
251
252
327
328
329
330
331
332
333
334
335
324
325
326
336
337
338
339
340
341
342
343
344
264
265
266
270
271
272
348
349
350
351
352
353
357
358
359
360
361
362
363
364
365
180
181
182
132
133
134
216
217
218
156
157
158
222
223
224
126
127
128
381
382
383
42
43
44
177
178
179
114
115
116
198
199
200
423
424
425
186
187
188
135
136
137
150
151
152
219
220
221
183
184
185
435
436
437
369
370
371
465
466
467
144
145
146
210
211
212
300
301
302
cp_solver_time 1.636809082
feasible_solution
1000
986
989
1003
967
955
978
993
968
973
954
972
983
991
987
988
1000
974
982
1002
990
1006
976
992
1001
998
977
1007
965
1005
981
996
985
994
990
986
1005
963
975
999
997
991
980
979
995
971
1002
979
969
975
1002
1007
976
1004
998
981
988
959
986
957
999
992
1006
727
989
1000
1004
1003
1006
956
983
994
991
724
951
974
996
978
982
990
953
977
1003
980
970
987
966
964
965
948
952
983
967
995
842
1001
1007
1005
1000
961
963
1005
1004
1005
960
997
985
958
984
962
973
993
996
1004
num_inter_technology_neighbors 0
inter_technology_neighbors
